-1.9999999999999991,-1.9999999999999991,-1.9999999999999991,-1.9999999999999991
writing,-13.521273260894592,-14.153235338689413,-13.75936808694709,-14.86978660094578
opportunity,-14.106235761615748,-13.568272837968257,-13.174405586225934,-14.86978660094578
north,-14.106235761615748,-11.9833103372471,-12.437439992059728,-10.86978660094578
confident,-14.106235761615748,-15.153235338689413,-14.75936808694709,-14.86978660094578
plagued,-14.106235761615748,-15.153235338689413,-14.75936808694709,-14.86978660094578
newspaper,-14.106235761615748,-13.568272837968257,-13.75936808694709,-12.547858506058416
announced,-14.106235761615748,-15.153235338689413,-14.75936808694709,-14.86978660094578
holding,-13.521273260894592,-14.153235338689413,-14.75936808694709,-14.86978660094578
decor,-12.521273260894592,-11.065772497439074,-10.67190524569675,-12.062431678888174
bedspread,-14.106235761615748,-15.153235338689413,-14.75936808694709,-14.86978660094578
surely,-13.521273260894592,-14.153235338689413,-13.174405586225934,-14.86978660094578
operates,-14.106235761615748,-15.153235338689413,-14.75936808694709,-14.86978660094578
unsatisfying,-14.106235761615748,-15.153235338689413,-14.75936808694709,-14.86978660094578
attempted,-14.106235761615748,-12.568272837968257,-14.75936808694709,-14.86978660094578
wrote,-14.106235761615748,-12.831307243802051,-14.75936808694709,-14.86978660094578
reply,-14.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
gouge,-14.106235761615748,-13.153235338689413,-14.75936808694709,-14.86978660094578
grand,-13.106235761615748,-15.153235338689413,-12.437439992059728,-13.86978660094578
fabulously,-14.106235761615748,-15.153235338689413,-14.75936808694709,-14.86978660094578
decadent,-14.106235761615748,-15.153235338689413,-14.75936808694709,-14.86978660094578
tenth,-13.521273260894592,-15.153235338689413,-14.75936808694709,-14.86978660094578
territory,-14.106235761615748,-15.153235338689413,-14.75936808694709,-14.86978660094578
conrads,-14.106235761615748,-15.153235338689413,-14.75936808694709,-14.86978660094578
televisions,-14.106235761615748,-15.153235338689413,-12.75936808694709,-14.86978660094578
automated,-13.106235761615748,-15.153235338689413,-14.75936808694709,-14.86978660094578
irritated,-13.521273260894592,-15.153235338689413,-14.75936808694709,-14.86978660094578
sounding,-14.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
via,-13.106235761615748,-13.153235338689413,-13.75936808694709,-13.284824100224624
kingsize,-13.521273260894592,-15.153235338689413,-14.75936808694709,-14.86978660094578
mid,-14.106235761615748,-13.568272837968257,-14.75936808694709,-13.86978660094578
september,-14.106235761615748,-13.568272837968257,-12.75936808694709,-13.284824100224624
oohed,-14.106235761615748,-15.153235338689413,-14.75936808694709,-14.86978660094578
aaahed,-14.106235761615748,-15.153235338689413,-14.75936808694709,-14.86978660094578
picture,-13.521273260894592,-12.568272837968257,-12.75936808694709,-12.86978660094578
penny,-14.106235761615748,-15.153235338689413,-12.75936808694709,-14.86978660094578
happiness,-13.521273260894592,-15.153235338689413,-13.75936808694709,-14.86978660094578
lived,-13.521273260894592,-15.153235338689413,-14.75936808694709,-13.86978660094578
breeze,-14.106235761615748,-14.153235338689413,-13.174405586225934,-12.86978660094578
grabbed,-13.521273260894592,-15.153235338689413,-13.75936808694709,-14.86978660094578
wifes,-14.106235761615748,-15.153235338689413,-14.75936808694709,-13.86978660094578
purse,-14.106235761615748,-15.153235338689413,-14.75936808694709,-14.86978660094578
unloading,-14.106235761615748,-15.153235338689413,-14.75936808694709,-13.86978660094578
panic,-14.106235761615748,-15.153235338689413,-13.75936808694709,-14.86978660094578
adamant,-14.106235761615748,-15.153235338689413,-14.75936808694709,-14.86978660094578
kingsized,-13.521273260894592,-15.153235338689413,-13.75936808694709,-14.86978660094578
haggard,-14.106235761615748,-15.153235338689413,-14.75936808694709,-14.86978660094578
alley,-14.106235761615748,-13.568272837968257,-14.75936808694709,-14.86978660094578
unduly,-14.106235761615748,-15.153235338689413,-14.75936808694709,-14.86978660094578
picky,-13.521273260894592,-15.153235338689413,-12.437439992059728,-13.86978660094578
dried,-14.106235761615748,-13.568272837968257,-14.75936808694709,-13.86978660094578
limited,-12.784307666728385,-12.831307243802051,-13.75936808694709,-13.86978660094578
amidst,-14.106235761615748,-15.153235338689413,-14.75936808694709,-14.86978660094578
dreams,-14.106235761615748,-15.153235338689413,-14.75936808694709,-14.86978660094578
extravagant,-14.106235761615748,-15.153235338689413,-13.75936808694709,-14.86978660094578
thread,-14.106235761615748,-14.153235338689413,-14.75936808694709,-13.86978660094578
count,-14.106235761615748,-13.568272837968257,-14.75936808694709,-14.86978660094578
activities,-13.521273260894592,-14.153235338689413,-12.437439992059728,-12.547858506058416
sightseeing,-13.521273260894592,-13.153235338689413,-12.75936808694709,-12.547858506058416
outstanding,-13.521273260894592,-14.153235338689413,-13.174405586225934,-12.062431678888174
hospitality,-14.106235761615748,-12.568272837968257,-13.174405586225934,-13.86978660094578
midrange,-14.106235761615748,-15.153235338689413,-14.75936808694709,-14.86978660094578
priced,-12.106235761615748,-14.153235338689413,-14.75936808694709,-13.284824100224624
wallet,-14.106235761615748,-15.153235338689413,-14.75936808694709,-14.86978660094578
fairmont,-10.248254766488175,-10.760917915910653,-10.235806130890078,-10.547858506058416
millennium,-9.858308248172163,-13.153235338689413,-10.004480584783622,-11.86978660094578
100,-14.106235761615748,-11.831307243802051,-13.174405586225934,-12.547858506058416
whatsoever,-14.106235761615748,-12.831307243802051,-14.75936808694709,-14.86978660094578
lights,-13.521273260894592,-12.831307243802051,-12.75936808694709,-14.86978660094578
designs,-14.106235761615748,-15.153235338689413,-13.75936808694709,-14.86978660094578
distraction,-14.106235761615748,-15.153235338689413,-14.75936808694709,-14.86978660094578
snobby,-13.521273260894592,-15.153235338689413,-14.75936808694709,-14.86978660094578
chacago,-14.106235761615748,-15.153235338689413,-14.75936808694709,-14.86978660094578
closest,-14.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
horrid,-14.106235761615748,-15.153235338689413,-14.75936808694709,-14.86978660094578
public,-14.106235761615748,-12.153235338689413,-13.75936808694709,-12.547858506058416
irritable,-14.106235761615748,-15.153235338689413,-14.75936808694709,-14.86978660094578
uncooperative,-14.106235761615748,-15.153235338689413,-14.75936808694709,-14.86978660094578
uninviting,-14.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
dreadful,-13.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
eat,-12.521273260894592,-12.153235338689413,-11.058928368805999,-10.96289600533726
tastes,-14.106235761615748,-15.153235338689413,-14.75936808694709,-14.86978660094578
hell,-13.521273260894592,-13.568272837968257,-14.75936808694709,-13.86978660094578
arm,-13.106235761615748,-14.153235338689413,-13.75936808694709,-14.86978660094578
unbelievable,-14.106235761615748,-15.153235338689413,-14.75936808694709,-13.86978660094578
normal,-13.106235761615748,-12.568272837968257,-14.75936808694709,-13.284824100224624
blew,-13.521273260894592,-13.153235338689413,-14.75936808694709,-14.86978660094578
basis,-14.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
learn,-13.521273260894592,-13.153235338689413,-13.75936808694709,-14.86978660094578
bill,-12.521273260894592,-10.9833103372471,-12.75936808694709,-14.86978660094578
5star,-14.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
1star,-14.106235761615748,-15.153235338689413,-14.75936808694709,-14.86978660094578
thank,-13.521273260894592,-12.153235338689413,-11.437439992059728,-12.284824100224624
patience,-13.106235761615748,-15.153235338689413,-14.75936808694709,-14.86978660094578
glamorous,-14.106235761615748,-15.153235338689413,-13.75936808694709,-14.86978660094578
1495day,-14.106235761615748,-15.153235338689413,-14.75936808694709,-14.86978660094578
pushed,-14.106235761615748,-13.568272837968257,-14.75936808694709,-13.86978660094578
ignoring,-14.106235761615748,-15.153235338689413,-14.75936808694709,-14.86978660094578
altogether,-13.521273260894592,-14.153235338689413,-14.75936808694709,-14.86978660094578
5100night,-14.106235761615748,-15.153235338689413,-14.75936808694709,-14.86978660094578
sometimes,-14.106235761615748,-14.153235338689413,-13.75936808694709,-13.284824100224624
overwhelmed,-13.521273260894592,-15.153235338689413,-14.75936808694709,-14.86978660094578
exercise,-13.106235761615748,-15.153235338689413,-12.437439992059728,-14.86978660094578
western,-13.521273260894592,-14.153235338689413,-14.75936808694709,-14.86978660094578
based,-13.521273260894592,-12.153235338689413,-13.174405586225934,-12.284824100224624
ideal,-13.521273260894592,-14.153235338689413,-13.174405586225934,-13.86978660094578
starters,-13.521273260894592,-15.153235338689413,-14.75936808694709,-14.86978660094578
leading,-14.106235761615748,-15.153235338689413,-14.75936808694709,-14.86978660094578
distinctive,-14.106235761615748,-15.153235338689413,-14.75936808694709,-14.86978660094578
adequate,-13.106235761615748,-14.153235338689413,-13.174405586225934,-13.86978660094578
flicker,-14.106235761615748,-15.153235338689413,-14.75936808694709,-14.86978660094578
complementary,-13.521273260894592,-14.153235338689413,-13.75936808694709,-14.86978660094578
shampoo,-12.298880839558143,-12.34588041663181,-13.174405586225934,-14.86978660094578
latter,-14.106235761615748,-15.153235338689413,-14.75936808694709,-14.86978660094578
offense,-14.106235761615748,-15.153235338689413,-14.75936808694709,-14.86978660094578
expects,-14.106235761615748,-15.153235338689413,-14.75936808694709,-14.86978660094578
somewhat,-12.106235761615748,-13.153235338689413,-14.75936808694709,-12.547858506058416
inflated,-14.106235761615748,-15.153235338689413,-14.75936808694709,-14.86978660094578
reaching,-14.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
ring,-14.106235761615748,-14.153235338689413,-14.75936808694709,-13.86978660094578
endlessly,-14.106235761615748,-15.153235338689413,-14.75936808694709,-14.86978660094578
reach,-13.521273260894592,-12.831307243802051,-13.75936808694709,-13.86978660094578
snooty,-13.521273260894592,-14.153235338689413,-14.75936808694709,-14.86978660094578
south,-14.106235761615748,-12.831307243802051,-14.75936808694709,-13.284824100224624
guiding,-14.106235761615748,-15.153235338689413,-13.75936808694709,-14.86978660094578
metropolitan,-14.106235761615748,-15.153235338689413,-14.75936808694709,-14.86978660094578
activity,-14.106235761615748,-14.153235338689413,-13.75936808694709,-13.86978660094578
uninterrupted,-14.106235761615748,-15.153235338689413,-14.75936808694709,-14.86978660094578
log,-14.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
attempts,-13.521273260894592,-13.568272837968257,-14.75936808694709,-14.86978660094578
utter,-14.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
delivering,-14.106235761615748,-15.153235338689413,-14.75936808694709,-14.86978660094578
representative,-13.521273260894592,-14.153235338689413,-14.75936808694709,-13.86978660094578
options,-11.64680414297845,-11.831307243802051,-12.75936808694709,-13.284824100224624
infused,-14.106235761615748,-15.153235338689413,-14.75936808694709,-14.86978660094578
nauseous,-14.106235761615748,-15.153235338689413,-14.75936808694709,-14.86978660094578
followed,-14.106235761615748,-15.153235338689413,-13.75936808694709,-14.86978660094578
insult,-14.106235761615748,-12.831307243802051,-14.75936808694709,-14.86978660094578
injury,-14.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
sympathetic,-14.106235761615748,-15.153235338689413,-14.75936808694709,-14.86978660094578
trained,-14.106235761615748,-12.831307243802051,-14.75936808694709,-14.86978660094578
compensation,-12.521273260894592,-14.153235338689413,-14.75936808694709,-14.86978660094578
partial,-14.106235761615748,-14.153235338689413,-14.75936808694709,-13.284824100224624
related,-13.521273260894592,-15.153235338689413,-14.75936808694709,-14.86978660094578
perk,-14.106235761615748,-14.153235338689413,-13.174405586225934,-13.86978660094578
eager,-14.106235761615748,-14.153235338689413,-14.75936808694709,-13.284824100224624
dined,-14.106235761615748,-15.153235338689413,-12.75936808694709,-14.86978660094578
pardon,-14.106235761615748,-15.153235338689413,-13.75936808694709,-14.86978660094578
pun,-14.106235761615748,-15.153235338689413,-13.75936808694709,-14.86978660094578
sit,-12.521273260894592,-11.9833103372471,-14.75936808694709,-12.86978660094578
dine,-13.521273260894592,-15.153235338689413,-13.75936808694709,-14.86978660094578
responds,-14.106235761615748,-15.153235338689413,-14.75936808694709,-14.86978660094578
thus,-13.521273260894592,-15.153235338689413,-14.75936808694709,-14.86978660094578
satisfaction,-14.106235761615748,-15.153235338689413,-13.174405586225934,-14.86978660094578
patronize,-14.106235761615748,-15.153235338689413,-14.75936808694709,-14.86978660094578
brand,-13.521273260894592,-14.153235338689413,-14.75936808694709,-13.86978660094578
unfortunate,-13.521273260894592,-15.153235338689413,-14.75936808694709,-14.86978660094578
circumstance,-14.106235761615748,-15.153235338689413,-14.75936808694709,-14.86978660094578
entrance,-13.521273260894592,-12.153235338689413,-12.437439992059728,-11.86978660094578
terse,-14.106235761615748,-15.153235338689413,-14.75936808694709,-14.86978660094578
tremendous,-14.106235761615748,-13.568272837968257,-14.75936808694709,-14.86978660094578
imposition,-14.106235761615748,-15.153235338689413,-14.75936808694709,-14.86978660094578
accommodate,-14.106235761615748,-12.34588041663181,-13.75936808694709,-14.86978660094578
scratchy,-13.106235761615748,-15.153235338689413,-14.75936808694709,-14.86978660094578
basket,-14.106235761615748,-15.153235338689413,-14.75936808694709,-14.86978660094578
including,-14.106235761615748,-11.568272837968257,-11.75936808694709,-11.169346882804687
condom,-14.106235761615748,-15.153235338689413,-14.75936808694709,-14.86978660094578
pot,-13.521273260894592,-13.568272837968257,-14.75936808694709,-14.86978660094578
shocking,-14.106235761615748,-15.153235338689413,-14.75936808694709,-14.86978660094578
intended,-13.106235761615748,-15.153235338689413,-14.75936808694709,-14.86978660094578
knicked,-14.106235761615748,-15.153235338689413,-14.75936808694709,-14.86978660094578
mercedez,-14.106235761615748,-15.153235338689413,-14.75936808694709,-14.86978660094578
clerkconcierge,-14.106235761615748,-15.153235338689413,-14.75936808694709,-14.86978660094578
standing,-14.106235761615748,-12.831307243802051,-14.75936808694709,-14.86978660094578
lugged,-14.106235761615748,-15.153235338689413,-14.75936808694709,-14.86978660094578
dismay,-14.106235761615748,-15.153235338689413,-14.75936808694709,-14.86978660094578
haggling,-14.106235761615748,-15.153235338689413,-14.75936808694709,-14.86978660094578
whatnot,-14.106235761615748,-15.153235338689413,-14.75936808694709,-14.86978660094578
unbearable,-14.106235761615748,-15.153235338689413,-14.75936808694709,-14.86978660094578
cigarrettes,-14.106235761615748,-15.153235338689413,-14.75936808694709,-14.86978660094578
supposedly,-12.784307666728385,-13.568272837968257,-14.75936808694709,-14.86978660094578
lagged,-14.106235761615748,-15.153235338689413,-14.75936808694709,-14.86978660094578
voices,-13.521273260894592,-15.153235338689413,-14.75936808694709,-14.86978660094578
thoughout,-14.106235761615748,-15.153235338689413,-14.75936808694709,-14.86978660094578
ambien,-14.106235761615748,-15.153235338689413,-14.75936808694709,-14.86978660094578
backaches,-14.106235761615748,-15.153235338689413,-14.75936808694709,-14.86978660094578
hyatt,-10.582673805558734,-10.760917915910653,-10.004480584783622,-11.169346882804687
web,-13.521273260894592,-14.153235338689413,-14.75936808694709,-13.86978660094578
convinced,-14.106235761615748,-14.153235338689413,-13.75936808694709,-14.86978660094578
gazing,-14.106235761615748,-15.153235338689413,-14.75936808694709,-14.86978660094578
insight,-14.106235761615748,-15.153235338689413,-14.75936808694709,-14.86978660094578
mixup,-14.106235761615748,-15.153235338689413,-14.75936808694709,-14.86978660094578
voucher,-13.106235761615748,-15.153235338689413,-14.75936808694709,-13.86978660094578
meals,-14.106235761615748,-15.153235338689413,-12.437439992059728,-13.86978660094578
sushi,-13.521273260894592,-15.153235338689413,-13.174405586225934,-14.86978660094578
patiently,-14.106235761615748,-15.153235338689413,-14.75936808694709,-14.86978660094578
tender,-14.106235761615748,-15.153235338689413,-14.75936808694709,-14.86978660094578
drink,-12.784307666728385,-11.831307243802051,-12.437439992059728,-11.547858506058416
horrified,-14.106235761615748,-15.153235338689413,-14.75936808694709,-14.86978660094578
hairs,-12.784307666728385,-13.153235338689413,-14.75936808694709,-14.86978660094578
mysterious,-14.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
spots,-13.106235761615748,-15.153235338689413,-12.437439992059728,-14.86978660094578
bedding,-13.106235761615748,-12.34588041663181,-11.75936808694709,-12.547858506058416
muttered,-14.106235761615748,-15.153235338689413,-14.75936808694709,-14.86978660094578
complimentary,-11.64680414297845,-11.45279562054832,-10.852477491338572,-11.284824100224624
beverage,-14.106235761615748,-15.153235338689413,-14.75936808694709,-13.284824100224624
exorbitant,-13.521273260894592,-14.153235338689413,-14.75936808694709,-13.86978660094578
1395,-14.106235761615748,-15.153235338689413,-14.75936808694709,-14.86978660094578
24,-13.106235761615748,-12.568272837968257,-11.75936808694709,-13.284824100224624
shocked,-13.521273260894592,-12.34588041663181,-13.174405586225934,-14.86978660094578
variety,-13.106235761615748,-15.153235338689413,-13.75936808694709,-13.284824100224624
scouring,-14.106235761615748,-15.153235338689413,-14.75936808694709,-14.86978660094578
led,-14.106235761615748,-13.568272837968257,-14.75936808694709,-13.284824100224624
spiderwebs,-14.106235761615748,-15.153235338689413,-14.75936808694709,-14.86978660094578
pod,-14.106235761615748,-15.153235338689413,-14.75936808694709,-14.86978660094578
docking,-14.106235761615748,-15.153235338689413,-12.437439992059728,-14.86978660094578
station,-13.521273260894592,-13.568272837968257,-12.437439992059728,-12.284824100224624
crowded,-12.521273260894592,-14.153235338689413,-14.75936808694709,-13.284824100224624
unusally,-14.106235761615748,-15.153235338689413,-14.75936808694709,-14.86978660094578
inquire,-13.521273260894592,-13.568272837968257,-14.75936808694709,-14.86978660094578
waiter,-13.106235761615748,-13.568272837968257,-13.174405586225934,-12.86978660094578
knowledge,-14.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
haphazardly,-14.106235761615748,-15.153235338689413,-14.75936808694709,-14.86978660094578
fashion,-14.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
exceedingly,-14.106235761615748,-15.153235338689413,-14.75936808694709,-14.86978660094578
whenever,-13.521273260894592,-15.153235338689413,-12.437439992059728,-13.86978660094578
mind,-13.521273260894592,-11.693803720052117,-12.174405586225934,-13.284824100224624
original,-13.521273260894592,-12.831307243802051,-14.75936808694709,-14.86978660094578
shouldnt,-12.784307666728385,-13.153235338689413,-13.75936808694709,-14.86978660094578
reserving,-13.521273260894592,-15.153235338689413,-14.75936808694709,-13.86978660094578
road,-14.106235761615748,-13.568272837968257,-13.75936808694709,-13.284824100224624
stopped,-12.521273260894592,-13.568272837968257,-13.75936808694709,-14.86978660094578
1200,-14.106235761615748,-15.153235338689413,-14.75936808694709,-14.86978660094578
pregnant,-14.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
sympathy,-14.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
reasons,-13.106235761615748,-15.153235338689413,-13.75936808694709,-14.86978660094578
suffer,-14.106235761615748,-15.153235338689413,-14.75936808694709,-13.284824100224624
extreme,-14.106235761615748,-14.153235338689413,-13.75936808694709,-14.86978660094578
allergies,-13.521273260894592,-14.153235338689413,-13.174405586225934,-14.86978660094578
lessthanpristine,-14.106235761615748,-15.153235338689413,-14.75936808694709,-14.86978660094578
specially,-14.106235761615748,-15.153235338689413,-14.75936808694709,-13.86978660094578
environmental,-14.106235761615748,-15.153235338689413,-13.75936808694709,-14.86978660094578
sensitivities,-14.106235761615748,-15.153235338689413,-14.75936808694709,-14.86978660094578
detected,-14.106235761615748,-15.153235338689413,-14.75936808694709,-14.86978660094578
smells,-14.106235761615748,-13.568272837968257,-13.75936808694709,-14.86978660094578
factor,-14.106235761615748,-15.153235338689413,-14.75936808694709,-13.86978660094578
comforter,-12.784307666728385,-14.153235338689413,-14.75936808694709,-14.86978660094578
messy,-14.106235761615748,-15.153235338689413,-14.75936808694709,-14.86978660094578
hastily,-14.106235761615748,-15.153235338689413,-14.75936808694709,-14.86978660094578
politely,-14.106235761615748,-15.153235338689413,-14.75936808694709,-14.86978660094578
grudgingly,-14.106235761615748,-15.153235338689413,-14.75936808694709,-14.86978660094578
superior,-12.521273260894592,-13.153235338689413,-12.75936808694709,-13.86978660094578
meantime,-14.106235761615748,-12.831307243802051,-14.75936808694709,-14.86978660094578
twas,-14.106235761615748,-15.153235338689413,-14.75936808694709,-14.86978660094578
texting,-12.784307666728385,-15.153235338689413,-14.75936808694709,-14.86978660094578
towel,-14.106235761615748,-13.153235338689413,-13.174405586225934,-14.86978660094578
mad,-12.784307666728385,-15.153235338689413,-14.75936808694709,-14.86978660094578
owners,-13.521273260894592,-14.153235338689413,-14.75936808694709,-14.86978660094578
letting,-13.106235761615748,-13.568272837968257,-14.75936808694709,-14.86978660094578
needs,-13.521273260894592,-11.831307243802051,-11.437439992059728,-12.86978660094578
snickered,-14.106235761615748,-15.153235338689413,-14.75936808694709,-14.86978660094578
boots,-14.106235761615748,-15.153235338689413,-14.75936808694709,-14.86978660094578
wear,-14.106235761615748,-14.153235338689413,-14.75936808694709,-12.86978660094578
doc,-14.106235761615748,-15.153235338689413,-14.75936808694709,-14.86978660094578
martens,-14.106235761615748,-15.153235338689413,-14.75936808694709,-14.86978660094578
lame,-14.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
millemmium,-14.106235761615748,-15.153235338689413,-14.75936808694709,-14.86978660094578
boyfriend,-13.521273260894592,-13.153235338689413,-13.174405586225934,-12.284824100224624
vending,-13.521273260894592,-13.153235338689413,-14.75936808694709,-14.86978660094578
chagrin,-14.106235761615748,-15.153235338689413,-14.75936808694709,-14.86978660094578
forth,-13.521273260894592,-13.153235338689413,-14.75936808694709,-13.86978660094578
machine,-13.106235761615748,-12.831307243802051,-14.75936808694709,-13.284824100224624
reaked,-14.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
fitfull,-14.106235761615748,-15.153235338689413,-14.75936808694709,-14.86978660094578
awoke,-13.521273260894592,-15.153235338689413,-14.75936808694709,-13.86978660094578
parents,-13.521273260894592,-14.153235338689413,-14.75936808694709,-14.86978660094578
sight,-12.784307666728385,-13.568272837968257,-12.437439992059728,-14.86978660094578
laundered,-14.106235761615748,-15.153235338689413,-14.75936808694709,-14.86978660094578
interested,-14.106235761615748,-15.153235338689413,-13.174405586225934,-13.86978660094578
regency,-10.713918338836987,-12.831307243802051,-10.437439992059728,-13.284824100224624
heavy,-13.521273260894592,-13.568272837968257,-14.75936808694709,-12.86978660094578
record,-13.521273260894592,-13.153235338689413,-14.75936808694709,-13.86978660094578
blood,-13.521273260894592,-14.153235338689413,-13.75936808694709,-13.86978660094578
facility,-14.106235761615748,-12.831307243802051,-12.75936808694709,-14.86978660094578
barrier,-14.106235761615748,-15.153235338689413,-14.75936808694709,-14.86978660094578
wives,-14.106235761615748,-15.153235338689413,-14.75936808694709,-14.86978660094578
jersey,-14.106235761615748,-15.153235338689413,-14.75936808694709,-14.86978660094578
marathon,-14.106235761615748,-13.568272837968257,-14.75936808694709,-14.86978660094578
volume,-14.106235761615748,-13.568272837968257,-14.75936808694709,-14.86978660094578
destroyed,-13.521273260894592,-15.153235338689413,-14.75936808694709,-14.86978660094578
address,-14.106235761615748,-13.568272837968257,-14.75936808694709,-13.284824100224624
gym,-12.784307666728385,-13.153235338689413,-11.299936468309793,-10.86978660094578
stateoftheart,-14.106235761615748,-15.153235338689413,-14.75936808694709,-14.86978660094578
stayfittm,-14.106235761615748,-15.153235338689413,-14.75936808694709,-14.86978660094578
consisted,-13.106235761615748,-15.153235338689413,-14.75936808694709,-14.86978660094578
treadmills,-14.106235761615748,-15.153235338689413,-14.75936808694709,-13.284824100224624
weights,-14.106235761615748,-14.153235338689413,-14.75936808694709,-12.86978660094578
yoga,-14.106235761615748,-15.153235338689413,-13.75936808694709,-14.86978660094578
mats,-14.106235761615748,-15.153235338689413,-14.75936808694709,-14.86978660094578
cooler,-14.106235761615748,-15.153235338689413,-14.75936808694709,-14.86978660094578
tattered,-14.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
features,-13.106235761615748,-15.153235338689413,-12.437439992059728,-13.284824100224624
touted,-13.521273260894592,-15.153235338689413,-14.75936808694709,-14.86978660094578
rendered,-14.106235761615748,-15.153235338689413,-13.75936808694709,-14.86978660094578
null,-14.106235761615748,-15.153235338689413,-14.75936808694709,-14.86978660094578
difference,-13.106235761615748,-13.153235338689413,-13.75936808694709,-12.86978660094578
section,-13.106235761615748,-15.153235338689413,-14.75936808694709,-13.86978660094578
non,-12.521273260894592,-13.568272837968257,-14.75936808694709,-13.86978660094578
lungs,-14.106235761615748,-15.153235338689413,-14.75936808694709,-14.86978660094578
glamourous,-14.106235761615748,-15.153235338689413,-13.75936808694709,-14.86978660094578
beside,-14.106235761615748,-15.153235338689413,-14.75936808694709,-13.284824100224624
snacks,-14.106235761615748,-13.568272837968257,-13.75936808694709,-13.284824100224624
directions,-14.106235761615748,-13.568272837968257,-12.75936808694709,-12.284824100224624
forget,-13.521273260894592,-13.568272837968257,-12.437439992059728,-13.284824100224624
ok,-12.298880839558143,-10.9833103372471,-14.75936808694709,-12.062431678888174
bushed,-14.106235761615748,-15.153235338689413,-14.75936808694709,-14.86978660094578
flopped,-14.106235761615748,-15.153235338689413,-14.75936808694709,-14.86978660094578
ohhhhh,-14.106235761615748,-15.153235338689413,-14.75936808694709,-14.86978660094578
noooooo,-14.106235761615748,-15.153235338689413,-14.75936808694709,-14.86978660094578
bunk,-14.106235761615748,-15.153235338689413,-14.75936808694709,-14.86978660094578
army,-14.106235761615748,-15.153235338689413,-14.75936808694709,-14.86978660094578
achegreat,-14.106235761615748,-15.153235338689413,-14.75936808694709,-14.86978660094578
plugged,-14.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
poured,-14.106235761615748,-15.153235338689413,-14.75936808694709,-14.86978660094578
gel,-14.106235761615748,-15.153235338689413,-14.75936808694709,-14.86978660094578
heat,-13.521273260894592,-13.153235338689413,-14.75936808694709,-12.284824100224624
apologized,-12.298880839558143,-13.153235338689413,-14.75936808694709,-14.86978660094578
switched,-13.106235761615748,-12.34588041663181,-14.75936808694709,-14.86978660094578
vent,-13.521273260894592,-13.153235338689413,-14.75936808694709,-13.86978660094578
slimy,-13.521273260894592,-15.153235338689413,-14.75936808694709,-14.86978660094578
chunk,-14.106235761615748,-15.153235338689413,-14.75936808694709,-14.86978660094578
goop,-13.521273260894592,-15.153235338689413,-14.75936808694709,-14.86978660094578
smiling,-14.106235761615748,-15.153235338689413,-14.75936808694709,-12.86978660094578
empathy,-14.106235761615748,-15.153235338689413,-14.75936808694709,-14.86978660094578
smelly,-13.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
sweat,-14.106235761615748,-15.153235338689413,-13.75936808694709,-14.86978660094578
windows,-13.521273260894592,-11.246344743080895,-13.174405586225934,-11.169346882804687
freak,-14.106235761615748,-14.153235338689413,-13.174405586225934,-14.86978660094578
deodorant,-14.106235761615748,-15.153235338689413,-14.75936808694709,-14.86978660094578
eww,-14.106235761615748,-15.153235338689413,-14.75936808694709,-14.86978660094578
mutual,-14.106235761615748,-15.153235338689413,-14.75936808694709,-14.86978660094578
charming,-13.521273260894592,-15.153235338689413,-14.75936808694709,-13.284824100224624
stepped,-14.106235761615748,-15.153235338689413,-12.174405586225934,-13.284824100224624
film,-14.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
unkempt,-14.106235761615748,-15.153235338689413,-14.75936808694709,-14.86978660094578
permitted,-14.106235761615748,-14.153235338689413,-14.75936808694709,-14.86978660094578
arguing,-12.784307666728385,-13.568272837968257,-14.75936808694709,-14.86978660094578
baggage,-13.521273260894592,-15.153235338689413,-14.75936808694709,-14.86978660094578
barley,-14.106235761615748,-15.153235338689413,-14.75936808694709,-14.86978660094578
faucet,-14.106235761615748,-13.568272837968257,-14.75936808694709,-14.86978660094578
leaky,-14.106235761615748,-15.153235338689413,-14.75936808694709,-14.86978660094578
